order_id,order_date,customer_id,customer_name,region,product_id,product_name,category,quantity,unit_price,discount,payment_method,total_sales,profit
453,5/25/2023,1214,John Williams,East,443,Monitor,Accessories,2.00,104.44,0.28,Cash,150.39,21.76
454,5/25/2024,1137,James Gray,East,485,Tablet,Accessories,2.00,518.17,0.18,Credit Card,849.80,122.93
455,3/5/2024,1956,Christopher Webb,South,491,Smartphone,Accessories,4.00,595.16,0.05,PayPal,2261.61,327.17
456,10/14/2023,1978,Jamie Nguyen,West,496,Tablet,Electronics,2.00,1007.62,0.08,PayPal,1854.02,268.21
457,8/6/2023,1675,Devin Tate,North,273,Headphones,Electronics,2.00,729.08,0.2,Bank Transfer,1166.53,168.75
458,5/29/2024,1227,Patricia Sanders,North,492,Headphones,Electronics,1.00,1217.67,0.2,Credit Card,974.14,140.92
459,8/5/2024,1768,Melissa Wright,South,360,Laptop,Electronics,2.00,571.16,0.17,Cash,948.13,137.16
460,3/14/2023,1354,Lindsey Abbott DDS,West,202,Headphones,Electronics,4.00,1245.43,0.1,PayPal,4483.55,648.60
461,5/23/2023,1942,Kelly Hall,East,391,Headphones,Accessories,5.00,1277.78,0.05,Cash,6069.45,878.02
462,11/12/2023,1691,Ashley Richardson,West,250,Laptop,Electronics,5.00,1107.92,0.1,Credit Card,4985.64,721.23
463,9/9/2024,1779,Emily Austin,North,403,Headphones,Accessories,3.00,76.76,0.17,PayPal,191.13,27.65
464,9/3/2024,1307,Jon Mcguire,North,474,Monitor,Electronics,3.00,1399.67,0.12,Cash,3695.13,534.54
465,12/12/2024,1148,Rose Smith,South,236,Monitor,Accessories,4.00,1063.57,0.2,Cash,3403.42,492.34
466,3/11/2023,1660,Shawn Morales,North,282,Keyboard,Electronics,4.00,178.47,0.07,Cash,663.91,96.04
467,6/10/2023,1425,Jennifer Monroe,North,230,Smartphone,Electronics,4.00,461.25,0.25,PayPal,1383.75,200.18
468,1/16/2024,1908,Jose Sullivan,North,350,Laptop,Accessories,5.00,1101.96,0.11,Credit Card,4903.72,709.38
469,9/20/2023,1187,Amy Durham,South,348,Headphones,Accessories,5.00,1021.05,0.21,Cash,4033.15,583.44
470,4/13/2024,1313,Angela Roth,South,218,Monitor,Accessories,1.00,1328.19,0.25,Credit Card,996.14,144.10
471,11/25/2023,1477,Juan Martin,East,489,Monitor,Electronics,1.00,821.89,0.01,Bank Transfer,813.67,117.71
472,8/2/2024,1457,Lori Mcclure,West,490,Monitor,Accessories,5.00,948.17,0.12,PayPal,4171.95,603.52
473,9/1/2024,1740,Sheri Park,South,333,Monitor,Electronics,3.00,741.87,0.21,PayPal,1758.23,254.35
474,10/16/2024,1993,Cody Sawyer,West,300,Monitor,Electronics,5.00,699.40,0.24,Cash,2657.72,384.47
475,9/10/2023,1980,Jodi Lam,South,259,Headphones,Accessories,5.00,185.53,0.18,Bank Transfer,760.67,110.04
476,4/1/2024,1834,Dawn Coleman,West,213,Monitor,Accessories,5.00,162.19,0.12,Cash,713.64,103.24
477,12/11/2023,1655,Ashley Perry,South,434,Tablet,Accessories,2.00,972.13,0.03,PayPal,1885.93,272.82
478,3/21/2023,1613,Andre Miranda,West,224,Keyboard,Accessories,5.00,779.66,0.12,Bank Transfer,3430.50,496.26
479,7/31/2023,1733,Carrie Smith,North,376,Tablet,Electronics,3.00,1123.41,0.15,Credit Card,2864.70,414.41
480,3/6/2025,1853,Adriana Webb,North,239,Headphones,Accessories,1.00,526.48,0.1,Cash,473.83,68.55
481,5/12/2023,1970,Martin Griffith,East,336,Monitor,Electronics,5.00,1066.78,0.06,PayPal,5013.87,725.31
482,12/29/2023,1569,Jessica Adams,North,237,Laptop,Accessories,5.00,1361.42,0.07,Bank Transfer,6330.60,915.79
483,3/10/2025,1849,Jennifer Chavez,South,497,Smartphone,Accessories,1.00,776.75,0.26,Credit Card,574.80,83.15
484,3/22/2023,1177,Jean Gibson,North,266,Monitor,Electronics,3.00,948.61,0.3,Bank Transfer,1992.08,288.18
485,2/29/2024,1488,Matthew Miller,West,393,Laptop,Electronics,5.00,1182.75,0.08,Cash,5440.65,787.05
486,5/16/2024,1562,Wendy Hartman,North,277,Tablet,Accessories,1.00,1157.31,0.13,Cash,1006.86,145.65
487,6/9/2024,1201,Christina Martinez,North,287,Smartphone,Accessories,1.00,706.34,0.06,PayPal,663.96,96.05
488,9/5/2023,1614,Kelly Perez,South,416,Headphones,Electronics,2.00,645.88,0.27,Cash,942.98,136.41
489,3/24/2024,1282,Elizabeth Campos,East,327,Smartphone,Electronics,5.00,732.53,0.19,PayPal,2966.75,429.17
490,11/7/2024,1776,Billy Hughes,East,342,Smartphone,Electronics,2.00,985.25,0.17,Bank Transfer,1635.51,236.60
491,5/18/2024,1723,Lauren Bailey,South,324,Headphones,Accessories,2.00,620.15,0.07,Cash,1153.48,166.86
492,12/15/2024,1878,Justin Johns,South,311,Headphones,Electronics,4.00,71.58,0.03,Cash,277.73,40.18
493,10/22/2023,1807,Tammy Shaw,West,341,Tablet,Accessories,1.00,217.22,0.2,Credit Card,173.78,25.14
494,12/28/2024,1676,Lee Walsh,West,211,Headphones,Accessories,5.00,176.82,0.23,Cash,680.76,98.48
495,10/18/2023,1354,Andrew Ferguson,West,445,Headphones,Accessories,3.00,620.76,0.02,Credit Card,1825.03,264.01
496,6/3/2023,1825,Christine Robinson,West,382,Tablet,Electronics,4.00,1281.66,0.06,Bank Transfer,4819.04,697.13
497,1/21/2024,1195,James Simpson,North,486,Laptop,Accessories,3.00,614.40,0.19,Bank Transfer,1492.99,215.98
498,11/30/2023,1790,James Small,North,246,Smartphone,Accessories,5.00,908.98,0.2,PayPal,3635.92,525.98
499,8/18/2023,1485,Joann Jenkins,South,233,Laptop,Electronics,1.00,1188.27,0.04,Credit Card,1140.74,165.02
500,2/7/2024,1736,April Harper,West,485,Monitor,Accessories,4.00,874.42,0.26,Bank Transfer,2588.28,374.42
